questionType,asin,answerTime,unixTime,question,answer,answerType
yes/no,B000ULLGRU,"Apr 10, 2015",1428649200.0,Can this be used for restaurant hood cleaning? got very tough grease sometimes.,Yeah I believe It can work for that too,?
open-ended,B000ULLGRU,"Apr 4, 2015",1428130800.0,can this product clean my greasy wall on my kitchen? is it going to destroy the paint?,"That would ultimately depend on the type of paint on your wall and how much grease you are trying to clean, but the Simple Green Crystal is a degreaser. I always dilute before using and then try using on a small area first.",
yes/no,B000ULLGRU,"Nov 24, 2014",1416816000.0,will this works on sheets with massage oil in it?,Yes,Y
yes/no,B000ULLGRU,"Oct 16, 2014",1413442800.0,Will this get rock hard cooked on grease on stove top and bottoms of pans? Not even oven cleaner gets it all.,I highly doubt it. You might need a sand blaster or other power tool for that...,?
yes/no,B000ULLGRU,"Oct 7, 2014",1412665200.0,Can this be used in a parts washer for auto parts ?,"I would say no because it works with a foaming action, and it,s probably cut with water that will evaporate",?
yes/no,B000UMK666,"Nov 3, 2014",1415001600.0,"I need these magnets to work against each other. I have two blinds that rub against each other, could i use these to make sure they avoid each other?","Probably. The largest surface are the poles, so as long as you have them opposite, they will repel each other. There's a chance they may stick on the edges as they pass, but since this is not through the poles, it shouldn't be a significant problem.",?
yes/no,B000UMK666,"Oct 11, 2014",1413010800.0,I'm making a storage magnet board for my sons car collection. Would one magnet hold one die-cast car?,"These magnets are pretty strong. It depends on the car and how you attach the magnet. My son's little matchbox cars are not magnetic but plastic and weigh very little. If I could super glue a magnet onto one of those, I think it may hold the car. However, a metal version of the matchbox cars would be heavier and may require at least two of these little magnets. good luck!",?
open-ended,B000UMK666,"May 15, 2014",1400137200.0,Do you think I could use these to attach boutonniere's instead of using a pin? Are they strong enough?,I guess it would depend on the flowers and ribbon for the weight but these little guys are really strong. I am using them to hold on bedskirts. I think your ideas is great why not try one and see how it works. I think you are on to something. Good luck.,
yes/no,B000UMK666,"May 15, 2014",1400137200.0,I'm making boutonniere that will be attached to a dress shirt and don't want to use pins. Do you think these would work?,Yes these will work however they are super strong and sometimes difficult (but not impossible) to pry off of one another.,?
open-ended,B000UMK666,"Mar 16, 2014",1394953200.0,whats an example of the size of these magnet? compared to a dime?,"It take 5 lying flat to cover a dime, fun trying to make them line up like that lol. Magnet is just slightly thicker than a dime. On the main page of this iten there is picture of one next to a penny",
yes/no,B000UMK666,"Feb 8, 2014",1391846400.0,"Can I use them to hold a 5pd item.One side of the magnet would be on the fridge,the other side of the magnet would be on item. I would use 15 magnets",Yes,Y
yes/no,B000UMK666,"Jan 20, 2014",1390204800.0,Has any one tried mini generator?,Mo,?
yes/no,B000UMK666,"Nov 16, 2013",1384588800.0,Can I have 200 magnets with one day shipping,"yes, all the items we sell on Amazon has next day shipping available.",Y
yes/no,B000UMK666,"Nov 15, 2013",1384502400.0,would these work as weights for the bottom of a shower curtain?,It might work if you used a lot of them and the tub was steel so they'd attach to the tub wall. These a pretty small light weight magnets. the are strong magnetically though. i think rated at almost 2 pounds of attachment capability.,Y
open-ended,B000UMK666,"Sep 22, 2014",1411369200.0,How much weight can they hold? I would like to use them to build a key holder and mount them on end into the wood.,"Smallervthan I thought, strong, but wish they were night so small",
yes/no,B000UMNFHS,"Feb 19, 2015",1424332800.0,Is this for one toothbrush?,Yes,Y
yes/no,B000UMNFHS,"Jun 2, 2014",1401692400.0,Is this for a 6 pack?,No just one but it's worth it.,?
open-ended,B000UMNFHS,"Dec 15, 2013",1387094400.0,what is the difference between the original and scuba models?,"The Suba only came in a matte, non-acrylic finish.",
yes/no,B000UMNFHS,"Dec 2, 2013",1385971200.0,Do all Radius toothbrushes have a replaceable head?,No they do NOT.,N
yes/no,B000UQPONM,10 days ago,,Is it compatible with the CTO-20H Water Filter?,There are many differences with carbon filters. They all do just about the same thing. Some filters will last longer than others and they cost more. I don't recommend any that are made in China. Be careful what you purchase.,?
yes/no,B000UQPONM,"Apr 13, 2015",1428908400.0,Is this compatible with the campbell SF10 Sediment filter?,"Hi Christine: The Campbell SF10 normally uses a 5 micron sediment only filter although any standard 10"" (9 7/8"" or 9 3/4"") filter can be used. The Pentek CBC-10 is a carbon block filter which does remove sediment also but may be to small of a micron rating. The micron rating for the CBC-10 is 0.5. Thank You, WaterFiltersOnline",?
yes/no,B000UQPONM,"Mar 12, 2015",1426143600.0,Is this filter compatible with this filter Whirlpool Valve-In-Head Clear Model# WHKF-DWHV ?,"Do a google search , I have found out they come in carbon block cyl. and 2 1-2 x 10 long , the centers about 1 in You may note the flow rate of each filter. I use my filters in tandem so its rough and then a fine. Go to Lowes or Home depot and you can compare. Note the WHKF-DWHV is 3/4 npt inlets. You may want to put a T in and run them in tandom main feeds the T and two filers at the same time ---======---- parrell NOT series Higher flow rate",?
yes/no,B000UQPONM,"Jan 16, 2015",1421395200.0,is this good for watts countertop single stage filter?,"Works great for normal use I use this one for my counter top. I have 2 systems one for humans and one for cars the car one uses a 20 mic rough , .05 mic , not good for humans water flat. Remember that you need some iron so you can only filtre out so much , or your hair fall out.",N
yes/no,B000UQPONM,"Oct 20, 2014",1413788400.0,Will this filter out dissolved salt?,"You need a reverse osmosis (RO) system or a distillery for salt water (seawater). This is for fresh water only, IF it did filter out salt it might only filter out a total of 1/2 cup of salt. You should try it and let us know how it works.",?
yes/no,B000UQPONM,"Oct 18, 2014",1413615600.0,Is this compatible with the GE Clear Whole House System (Model # GXWH20S) sold at Home Depot?,Yes,Y
yes/no,B000UQPONM,"Sep 21, 2014",1411282800.0,"does this do lead reduction, voc reduction and take strong chemicals out of water?","Somewhat, but not perfect. You need more.",?
yes/no,B000UQPONM,"Sep 21, 2014",1411282800.0,does it get rid of bugs,"Get rid of bugs , depends on the size of the filter. I use 20 mic .then a 0.05 taste good. Once ate a fly while drinking a glass of water does that count. Note it taste like nothing, with a 0.05 fliter , I also uses them for a final rinse on my cars have 10 of them.",Y
yes/no,B000UQPONM,"Sep 6, 2014",1409986800.0,will this fit a reo pure 10 reverse osmosis system,Most systems use a universal size filter... If your filters measure apx 2 3\4x 9 7\8... then use should be alright,?
yes/no,B000UQPONM,"Jul 8, 2014",1404802800.0,I usually order the Pentek filters Cc-10 and the cbr2-10r. Do you make even better ones that fit in the same units?,"You are asking questions to people who have purchased these. Direct your questions to the supplier. Thanks, Larry",?
open-ended,B000UWECS4,"Jan 22, 2014",1390377600.0,How much total weight can the 4 casters support? Can the weight support be adjusted by using different springs or compressing the spings?,I would agree with Kevin about 100lbs.,
open-ended,B000UWECS4,"Feb 1, 2014",1391241600.0,What are the dimensions?,"The easiest way to explain it is that it is a square, 2.5 inches on a side. The longest side, where the two mounting holes are drilled is another 2.5 inches longer, making it a total of 5 inches in length. The wheel assembly sticks down out of the square another 2.5 inches when it is uncompressed. So, total dimensions are 2.5 inches across by 7.5 inches overall height. The two mounting holes are in the top half of the long leg that sticks up from the main frame. Hope that helps.",
open-ended,B000UWECS4,"Jul 21, 2014",1405926000.0,What is the total weight that the four springs will lift when the four casters are used simultaneously?,About 120 pounds,
yes/no,B000UWECS4,"Oct 17, 2013",1381993200.0,IS THE PRICE FOR A SET OF (4) PCS?,This is a set of 4,?
open-ended,B000VABYK4,"Mar 10, 2014",1394434800.0,"How does the pump start? I'm borrowing from stepdad to see about buying one, but neither of us can figure it out. I Have the tube connected inside.",Hi when the tank fills up the unit with stop pumping water (Make sure that yellow short tube with hole in it is at the top of your pipe). Just lift the hose and attachment in the air about 6 - 8 inches and hold the start button until it stays on and the pump is then primed. Caution make sure you have a hose attached that runs outside ok? lol,
yes/no,B000VABYK4,"Jun 17, 2014",1402988400.0,"Does this have a blower port? Shop Vac's site says it does, but I don't see it on any pictures.",Yes it does!,Y
open-ended,B000VABYK4,"Dec 12, 2014",1418371200.0,1.Can you vacuum suck and pump out water at the same time? 2. Does the pump automatically start or what do you have to do to start the pump?,First question answer is no.Second no you just vacuum the water up with water attachment. This thing works great!!!,
yes/no,B000VABYK4,"Jun 19, 2014",1403161200.0,Does this vac have a built in drain so you don't have to lift and pour?,Yes it actually pumps the water out,Y
open-ended,B000VABYK4,"May 23, 2014",1400828400.0,What mechanism is used to secure the hose to the canister? Does the hose lock onto the canister--so it can't simply yank out when tugged?,It screws on to the canister..This Shop-Vac is the real deal no question I have used this thing to suck gallons of water out of my basement it is a monster highly recommend!,
open-ended,B000VABYK4,"Mar 23, 2015",1427094000.0,"Could someone please tell me whether this product would be good for cleaning air ducts in a home? If so, suggestions on compatible hose extensions?",It would work fine with standard accessories but wont get the caked on dirt only the loose stuff but I'd suggest a soft brush extension as the stiff bristles hard to get thin dirt.,
yes/no,B000VABYK4,"Dec 1, 2014",1417420800.0,Does this model require a filter?,"No, the filter is optional. It does come with a foam wet/dry screen that is required and a dry dust filter for household dust. If you have finer dust (such as drywall) you will need a finer particulate filter.",?
open-ended,B000VABYK4,8 days ago,,how many wheels does it have,4,
yes/no,B000VABYK4,3 days ago,,Can I use this to clean the bottom of my pond?,I suppose you could but not very handily because you would have to dump the tank very frequently unless your pond is dry.,N
open-ended,B000VABYK4,"Feb 10, 2015",1423555200.0,Do I have to use the pump or can it be turned off?,You do not have to use pump at all. Its more about how you hook up hoses. The motor is the same regardless if you use as vac or pump.,
yes/no,B000VBGG42,"Nov 17, 2013",1384675200.0,will this work to connect concrete to concrete. Such as a broken bird bath?,"Hello J.T. - Yes, it should work..and..work well. I used it to repair a cracked concrete Septic Tank cover. The repair was easy to do..and..is solid and strong..Jerry",Y
open-ended,B000VBGG42,"Feb 22, 2015",1424592000.0,Need to fill a deep crack. Does this fill the complete crack or just the surface?,"Make sure the crack is the cleanest you can get it and them fill it most of the way with sand first, if a vertical crack stuff with anything you want before you use the PC Concrete.",
